username,rating,review_text,date,likes,comments,viewing_type,user_liked
noriyakee,2,may scene na nainis ako pero 'di ko na i-eelaborate 😘,2023-06-19,0,0,watch,False
jouleofilms,4,un-amazing prabeyt benjamin.,2020-04-01,0,0,watch,False
ciubalmarcus,1,The line between comedy and absurdity is thick. This lies there like a tanker in a canal.,2023-07-11,2,0,watch,False
extrapearl,1,#withEury #withJannah,2023-06-20,0,0,watch,False
spookyisaac,6,plants vs zombies TT WENN V DERAMAS IS A GENIUS.,2023-07-31,0,0,watch,False
jjewelr,10,Uhm i love this pero mas fresh talaga yung praybeyt benjamin na nauna huhu,2023-08-03,0,0,rewatch,False
unnervingcheese,1,fuck you bimbee!!!!!!!!!!!!!!!!!!!!!!,2023-08-04,0,0,watch,False
roseyshania,9,lost half a star because of bimbee 👎🏼,2023-08-04,0,0,watch,True
pmec,2,So phucking lame,2023-08-16,0,0,watch,False
1amr4y,10,mahal na mahal kita richard yap,2023-08-31,0,0,watch,True
moneysignbrit,1,bimbee i have some words for u,2023-09-06,0,0,watch,False
mcjvtra,2,una pa rin,2023-10-17,0,0,rewatch,False
missaendrist,2,tumawa naman ako yun ang mahalaga,2023-11-02,6,0,watch,False
dlgksmf,3,natawa naman ako...,2023-11-02,0,0,watch,False
kmiester,8,gay ass soldier! its shit though BUT ITS FUNNY SHIT!! (i loved the scene where he was at a bar ignoring the president LMAO),2023-11-03,0,0,watch,False
jihyozxc,4,kani pd,2023-11-12,0,0,watch,False
krst3lviaa,,guilty pleasure,2023-11-26,0,0,rewatch,False
dominantdaddy,2,Biiimbs,2023-12-14,0,0,rewatch,False
jeeeyyydiii,2,"lol, idk what came into my mind watching this with my sister as a post-Christmas movie but dang, this made me laugh but this is not a movie that I will want to watch for another time. i also mistaken this as the first movie so yeah, disappointed. the fat-shaming jokes are also appalling, gosh!",2023-12-30,0,0,watch,False
demara,3,this movie is so stupid and unnecessarily long that its funny PANO NAPADPAD SI DAVID LICAUCO DITO AHHWKWMWE,2023-12-31,0,0,watch,False
redriosi,5,Nawala si kalbo,2024-01-02,0,0,watch,False
barterwhite123,,No way dito ko ginastos pamasko ko noon.,2015-01-03,1,0,watch,False
ajduyac,6,okay lang,2024-01-23,0,0,watch,False
krlame,5,boom panes boom boom panes,2024-01-27,0,0,watch,False
gaeyaju,8,i enjoyed every part of this movie,2024-01-28,0,0,watch,False
x___xdead,2,"this is funny, but still shit",2024-02-09,0,0,watch,False
linggg,3,There are cringe parts chkancjanxj,2024-02-17,0,0,rewatch,False
kiabodame,2,ang weird,2024-02-17,0,0,watch,False
aerinaga,3,oa gf at nonchalant bf core,2024-02-20,12,0,watch,True
tyleero,6,keri na,2024-03-10,1,0,rewatch,False
kaiser_indat,4,4/10 = BAD,2024-03-17,0,0,rewatch,False
tinapaynitina,8,wala kong pake kung gano pa kapangit editing at story line basta nakakatawa. this never fail to entertain me. lalo na’t it always brings out the 2014 xmas szn memories.,2024-04-13,0,0,watch,True
chnzo,,yung princess sara and mommy divine joke lang yung naaalala kong nakakatawa d2,2024-04-26T18:33:58.289Z,0,0,watch,False
tittiana,5,mas bet ko ung una,2024-04-30,0,0,watch,False
prdgldd,4,happy pride month y'all,2024-06-03,0,1,watch,False
mulanrayco,3,good laugh movie haha ph jokes talaga kanal humor,2024-06-05,0,0,watch,False
y0nskiee,1,gotta release my anger sa ginawa nya kay axel. Watched this pinoy hot garbage,2024-06-06,0,0,watch,False
sipon023,4,Funny if you got the mind of an 8 year old.,2024-06-06,0,0,watch,False
madielayn,4,first movie was better,2024-06-10,0,0,watch,False
naouis,7,good laugh lng,2024-05-26,0,0,rewatch,False
dukejuke,8,very nice ang onti ng mga lalaki very funny very interesting very outstanding very impressive,2024-07-01,0,0,watch,False
riri_borja,6,The first movie I have ever watched in the cinema.,2024-07-04,0,0,watch,False
crucifjd,3,push mo yan teh,2024-07-06,0,0,watch,False
hachiboquet,10,HOLYY SHITT,2024-07-09,0,0,watch,False
ginkkmisato,2,ewan ko ba antanga tangaaaa,2024-07-12,0,0,watch,False
zoey_de_leon,1,"David Licauco? Bat ka andito?Anyways, still funny at some times but terrible in many ways.",2024-07-14,2,0,watch,False
twigxsie,4,I dont understand my country,2024-07-16,0,0,watch,False
romji,5,mas masarap at mas may appeal na chinito parin si panlasang pinoy kesa kay richard yap,2024-07-19,0,0,watch,False
jenaissera,,brat summer real,2024-07-23,4,0,watch,True
neongenesisryle,2,pota yung plants vs zombies hahahaha,2024-07-24,0,0,watch,False
potatoqualityk,4,aliw banters ni meme saka richard yap and ewan ko ba pero feeling ko im always ovulating kahit wala naman akong matres kapag nasa screen si richard yap (lalo na ung sando scenes ?!?!?!),2024-07-26,0,0,rewatch,False
urchoiceurmusic,5,di ko rin alam bakit ko pinanood,2024-07-30,0,0,watch,False
cyorama,2,yung cgi talaga nung plants vs. zombies scene eh very kabog,2024-07-31,0,0,watch,False
notallen,,gew plants vs zombies 😭,2024-08-04,0,0,watch,False
juulmarri,8,bimbee~,2024-08-06,0,0,watch,True
sabsilvoza,,oa naman ng mga nag rereview nito malamang chaka siya na movie pero who gaf aliw naman 😂+ infair bet ko acting ni alex gonzaga dito,2024-08-06,0,0,rewatch,True
clank_theplank,2,Made me remember my 2nd year high school,2014-10-22,0,0,watch,False
vanellopea,5,CORNYYY😭,2024-08-19,0,0,watch,True
allurio,3,diko alam kung maiinis ba ako o matatawa,2024-08-19,0,0,watch,False
orchidocean,6,This movie is so unserious. LAROOO HAHAHAHAHA. 😭😭,2024-08-25,0,0,watch,False
riii1aaaa,10,bagyo weather starter pack,2024-09-05,0,0,rewatch,False
