username,date,review_text,rating,source
malena444,,"""nakita ko kasama nila si coronel eh"" ""sinong coronel?"" ""si hilda"" ""SINONG HILDA?"" ""si hilda coronel"" kainis dami naming laugh 😭😭😭😭 sobrang match made in heaven ni direk wenn & meme vice only the real ones could get it!",120.0,ltbx
b0xding,,unang araw ng taon libog na libog ako kay derek ramsey,120.0,ltbx
meeecoe,,PUTA NAKAKATAWA HAHAHAHAHA + MAGANDA NAMAN STORY IDC WHAT U SAY,160.0,ltbx
julyiea,,yk it's gonna be good when u see totie marie,160.0,ltbx
frothwhip,,classic,100.0,ltbx
attamarkl,,benjamin welcoming his papsi lol,200.0,ltbx
j0linamagdangal,,raised all of us,160.0,ltbx
hector_films,,"baka ikaw ang abnormal, kalalaki mong tao ang laki ng dede mo!",160.0,ltbx
doormatthe,,better than coco martin’s fpj series,120.0,ltbx
demodotdot,,pogi ni kean cipriano dito Truew???,,ltbx
leobigbrain,,wititit,120.0,ltbx
louieioiu,,still the best filipino comedy film,200.0,ltbx
firxfly,,"more than a decade later funny pa rin sya in fairness,,",120.0,ltbx
frommywindhoe,,Serveeeeeee 💅💅💅💅💅 the country,140.0,ltbx
decisiontolove,,siguro criminology course ni carlos agassi dito,,ltbx
rmmhhh,,Forever iconic 😭,200.0,ltbx
hieiwo,,pogi ni kean,120.0,ltbx
machuwachu,,guds nmn,160.0,ltbx
extraterastrial,,philippine comedy was never the same. ilysm vice ganda 🤗🫶,160.0,ltbx
pandesaur,,"eh, the mention of katrina irked me so bad, like why would you include that?",80.0,ltbx
nodisaur,,bakit parang tatawa si derek anytime na nasa screen siya 😭,,ltbx
maevebrond,,everyone's looking at derek ramsay but i'm looking at kean cipriano,140.0,ltbx
lovairr,,me sa rotc,120.0,ltbx
malaya_sa_ulan,,meme vice da best,140.0,ltbx
xbeau,,a huge part of filipino pop culture for sure,120.0,ltbx
shishi27,,i would forever defend vice ganda AGAINST THOSE WHO discredit her contributions to Philippine cinema!,160.0,ltbx
interheaven,,mulan but she's a gay boy,60.0,ltbx
julibirddd,,natatawa pa rin ako hanggang ngayon idgaf !!!!!!!!,160.0,ltbx
lynfromlasvegas,,hilda coronel NYEH!,120.0,ltbx
xiao090,,its camp right in the eye,200.0,ltbx
ahnriaa,,"“sinong cornel?” “si hilda”“sinong hilda?”“hilda koronel” */nabaliwmedyo naging uncomfy ako with some of the homophobic scenes pero true to its title, unkabogable talaga hahahahahaha the angry birds and despicable me reference?!??! panalo sakin I fear….",,ltbx
lrnccrts,,the sound effects not being in sync with the clips is so funny char,80.0,ltbx
haalia,,si brandon ay alagad ni sigmund freud,140.0,ltbx
viridescace,,eh sa nakakatawa siya hahahahaha,120.0,ltbx
jyz,,Whack,40.0,ltbx
khyuromi,,kung hiyang hiya ka e iwanan ka na namin dito,120.0,ltbx
snoopaui,,oo nga naman bat di nalang tayo gumawa ng baril na mabahong utot nilalabas kesa magpatayan tayong lahat,140.0,ltbx
lotusbiscoff,,can't even enjoy praybeyt benjamin anymore because of woke,140.0,ltbx
vitothesecond,,"maturing is realizing that this is actually funny. i mean, if you want to be problematic, at least be hilarious.",160.0,ltbx
maebefireflies,,kainez this was so creative hahhahaha,120.0,ltbx
janinesmp3,,fuck d military but the nostalgia on this one goes harddd like this really is one of meme's most iconic films,140.0,ltbx
coctuea,,bat ko to pinanood,,ltbx
jeoxygen,,e baka ikaw ang abnormal? kalalaki mong tao anlaki laki ng dede mo?,180.0,ltbx
prthunterzro,,i love u my gay mulan,,ltbx
kandreamt,,the jokes per minute ratio goes crazy… truly a classic in philippine pop culture,160.0,ltbx
raedenise,,"""mahal kita parang nanay ko"" 😭",120.0,ltbx
ezekyel,,this is my mulan,140.0,ltbx
audsc,,Thank you to that mmff thread on twt for reminding me of true cinema,140.0,ltbx
switchboard3000,,"I'm always amazed at how Wenn V. Deramas' films reflect the society of their time. pero tbh ito pinaka-less offensive niyang film,, kahit relatively older. Lol. Enjoyed this!",160.0,ltbx
kalistangina,,this is my avengers assemble,120.0,ltbx
ian26,,kean cipriano lookalike contest in my room neow,,ltbx
bblebloop,,mulan ng pilipinas,,ltbx
mermaidonfoot,,imma tell my kids this is Mulan,120.0,ltbx
bogambilya,,display lang sa tv,,ltbx
aintdrei,,wahahaha watched this with pau while cramming our design site analysis,160.0,ltbx
sacraria,,my favorite execution of 4th wall breaking in a comedy film <33,140.0,ltbx
rorie_,,benjie was raised in a very loving family,120.0,ltbx
wexlers,,god-tier vice ganda film IDGAF,180.0,ltbx
acidrefluxes,,[dagupan to cubao five star bus],140.0,ltbx
adi_philomena,,hindi raw pinagpapawisan sa lalaki pero naglalagkit na,160.0,ltbx
gottahatenela,,evil mulan,140.0,ltbx
chillincath,,yung homophobic at fat phobic na jokes yung nangingibabaw i can't make excuses for thatngunit ganda pa rin kasi ng plotMulan lang yarnhHahahahhwjwhahahHthe nostalgia also hahahahahahah,200.0,ltbx
idmnaiz,,"CAMP, PEAK PHILIPPINE COMEDY, CINEMA!! can we all agree that this is THE vice ganda film? i mean, that's mulan golagat!!!ps. i love u direk wenn THANK U",160.0,ltbx
amuskuvv,,me sa mandatory rotc,200.0,ltbx
xiaolongyao,,#ReviveWennDeramasNow,200.0,ltbx
dalmikoo,,banger idc,120.0,ltbx
cromuelized,,Ang ganda ng restoration sa YouTube!!! One of the best underdog ensemble cast actually.,120.0,ltbx
0001yo,,CAMMMPPPPPPPPPPPP,160.0,ltbx
_ryanista,,"hi kay kean cipriano na naka salamin,, my name is apple u wanna fak me neow ??",140.0,ltbx
mike19457,,Gooooo Derek Ramsay do ur gay little dance goooooo,120.0,ltbx
thejohnags12,,"my takeaway is that this film was once the highest grossing filipino film of all time. led by a gay man. in 2011. one would think that's progress.EDIT: ALSO, eddie garcia!!! there's a scene na nadala ako like grabe that's legendary",200.0,ltbx
cheezo,,sobrang solid ng mga bading,160.0,ltbx
trvpcard,,the perfect balance of absurd humor and genuine moments. my most fave vg film for a reason.,180.0,ltbx
yuukifromdblock,,kean cipriano was my gay awakening,,ltbx
777189,,childhood,120.0,ltbx
xzyktc,,comfort film,200.0,ltbx
ajsamson_,,This might be mulan live action.,100.0,ltbx
etonanamantayo,,boset mulan dww,120.0,ltbx
nyrourm,,WELCOME HOME PAAAAAAPSI!!!!,160.0,ltbx
aswi08,,peak philippine cinema,160.0,ltbx
nutriboosty,,Bading ding ding,140.0,ltbx
yeonxyves,,welcome home papsi!,120.0,ltbx
unnelle,,the end scene did not give 😆 “kasi babae siya” WHAT HSHSJSS,120.0,ltbx
emeryuh,,shuta iconic talaga yung tiara at utot gun 😭,200.0,ltbx
outlawcucumer,,vice ganda mara ako tonite,120.0,ltbx
creativeee,,"surprisingly i watched majority of vice ganda’s star cinema 2010s films except for this one (and a few others). always wanted to watch this film but never had the time for it, but after watching the supercut version on youtube, i had to watch the full film. this film was really funny like there were so much scenes in this that were hilarious, like i would make myself replay and i would still be laughing lol. 🤣 honestly idk if i like this one or the second film better since they are both so good and funny, but i do have a soft spot for the second film as i grew up watching that before this film. but i still really enjoyed watching this film!! (i need to rewatch this again in the restored version!! 🙏)",160.0,ltbx
krnasgf,,WHSHSHHSHSHSHSHA i love this movieee 🙏 also bakit ganon mukhang sobrang lumang film,200.0,ltbx
ivanvllrvr,,"direk wenn, naka-shabu ka po ba noong ginagawa mo ‘to?",200.0,ltbx
lunalaaaaaa,,"""welcome home, papsiee!!!""",200.0,ltbx
bazookasmooth,,still has a very relevant critique on homophobia and toxic masculinity. the fact that benjie's advocacy and views never faltered despite going through all of that military training is everythinggg <3 it's funny how everything about this film is still so special to me considering how i grew up watching this. didn't disappoint at all,180.0,ltbx
jekoaguado,,Avoided this during the years it came out because it was cool to hate on it. I'm so glad I grew up. Direk Wenn's comedy has a certain magic to it that is hard to replicate.,160.0,ltbx
boohoobitch,,the ONLY praybeyt benjamin in my eyes,200.0,ltbx
bughawsofus,,what mandatory rotc does to a mf,80.0,ltbx
sassybee,,WELCOME HOME POPSIEEEEEE,200.0,ltbx
gwenverse,,my mulan,120.0,ltbx
ywhdrl,,benjie my gay rights defender,140.0,ltbx
fromisgrls,,PASS ME THE AK SUH,,ltbx
blairbedumb,,Mulan ph,120.0,ltbx
allurio,,HWHAHHAHAHAHAHAHWHAHAH LARO,80.0,ltbx
vanellopea,,MULAN COULD NEVER,120.0,ltbx
s_annnee,,I NEED MORE NIKKI VALDEZ FILM,100.0,ltbx
pewpshet,,watched a supercut para maalala ko ung nangyare sobrang patok sana .. 5/5 kung walang racist undertones ung character ni billy aladdin and hindi sya pro-war,120.0,ltbx
bonk442,,the filipino film industry has mastered brainrot before it was even called brainrot,60.0,ltbx
fermingoes,,😐🔫,20.0,ltbx
theflyingduck,,directed by taika waititi,,ltbx
bigdaddybea0_0,,telling my kids this was mulan,,ltbx
ysabbynila,,"Ok I see the impact on the community na because they addressed the stigma explicitly. However, it’s still ironic how they portrayed the detrimental perception of gay men being predatory of other men.",80.0,ltbx
twigxsie,,For why,40.0,ltbx
aeslaw,,"cinema. but historically speaking, they should’ve joined the new people’s army instead",160.0,ltbx
anadominiquea,,Nagpustahan kami pero sabay kaming natalo 🥲,,ltbx
zoey_de_leon,,Funny yet cringy at times but still bearable for the movie for having a heart and soul. Let's see if the sequel remains with that dignity and doesn't show its cashgrab purpose.,80.0,ltbx
tabitabs,,Corny,20.0,ltbx
ruelinq,,"Pro-war, military propaganda, and some questionable jokes aside, I didn't expect that the humor and pacing nung movie would hold up nicely until this day. Kada minuto super entertaining parin nito. Had lots of laugh remembering all the punchlines! Ang hirap lang panoorin as a lesbian, nakakaumay mga lalaki 🤢",100.0,ltbx
m1kay,,pogi ni derek putangina,120.0,ltbx
jryeeeee,,aliw sa ending na magkamukha si benjie at gf ni brandon hahsajhsahha kainis,100.0,ltbx
jhian,,filo films and its vice ganda obsession 😭,80.0,ltbx
wknjrizz,,it doesn't have to be a vv good film to be enjoyed,120.0,ltbx
groovf,,GAY never DIE because this is a comedy movie.,100.0,ltbx
dialcues,,welcome home papsie,,ltbx
cheoldiokno,,pinanood ko ulit coz nag-resign na si madam vp as deped sec,,ltbx
katsye,,"puro kayo atay, balunbalunan, wala kayong puso",60.0,ltbx
sushiklai,,this movie screams my childhood,200.0,ltbx
kennamot,,may cd ako neto nung g4 pa ko tapos hiniram ng adviser ko hanggang sa di na binalik,80.0,ltbx
y0nskiee,,Wenn V. Deramas knows how to make pinoy comedy that actualy hits unlike vice ganda,120.0,ltbx
monlee07,,"Benjamin ""Benjie"" Santos VIII, mulan could never.",200.0,ltbx
taylorlovesme,,I DID NOT ENJOY THIS AS A KID BUT NOW AS AN ADULT THIS IS SO CAMP!,200.0,ltbx
crinquels,,not so modern day mulan... why did i just realize that,140.0,ltbx
kasuonoki,,this is EVERYTHING,200.0,ltbx
sunburn1999,,ishley,120.0,ltbx
azaiety_,,"ang cute ni jimmy santos, best dad hahaha",80.0,ltbx
hoerrormovies,,"started for vice ganda, stayed for the homosexual military propaganda",180.0,ltbx
esponicio,,"Welcome home, PAPSIEeE!!!~~",,ltbx
summerxxsadness,,utot gun w laser sound effects.... hay wenn deramas iba k tlaga,160.0,ltbx
tittiana,,mulan live action if it slayed,140.0,ltbx
primhadid,,WELCOME HOME PAPSIE,100.0,ltbx
annedotrawstar,,ilabyu ion perez,200.0,ltbx
dumbledoresjuul,,i could write a dissertation on this,140.0,ltbx
kalamancel,,SERVEEEEED!!!,200.0,ltbx
thewaitingroom,,this is literally just like mulanmy gf’s rating: 1/5,100.0,ltbx
lemisfitvee,,"With the announcement of Vice Ganda's new project with Jun Lana in the works, I thought I would revisit some of the films in his filmography and I gotta say, while Praybeyt Benjamin didn't exactly age all that well, it became the better Mulan live action we deserve lmao. I mean, imagine that. It has all of Wenn V. Deramas' stylings and add to that a fresh out of the gates of his success as a noontime host and celebrated comedian, getting the chance to helm his own movie, Vice Ganda shows up here with his signature comedic style. The only thing is, and my Dad has said this before and I agree, there's a Vice who gets directed to say jokes and there's a Vice who does adlibs and jokes impromptu that somehow shows a completely polarizing way you experience his comedy. Here, the gags and style were fresh for that time. His command of the camera feels special but it wore out at some point because I feel like Vice does well in situations in the moment not exactly prepared for him. I do have to say, in the moments that allow him to show vulnerability, I don't hate it, especially with the theme of ""a gay man having to play up being a brusque man in order to serve in the military"". Yes, the theme of why should it be any different for him to serve his country as a gay man than being the stereotypical cishet with big muscles? Sure, this feels like a propaganda film but if you're gonna serve your country , SERVE CUNT lmaoooooAnyway, it's still a shame that they didn't get Jimmy Santos in the second movie to play Benji's dad. The OG ""SI OA"" 🤣",100.0,ltbx
julyiea,,hahahahahahahaha,160.0,ltbx
magentazyla,,AN ICONIC FILM ALWAYS!!,180.0,ltbx
mpxnganiban,,mulan live action yarn,80.0,ltbx
hhachi,,going to tell my kids this was mulan,120.0,ltbx
jiakyuu,,the way na bentang benta parin saken ung ibang lines dito 😭,120.0,ltbx
krmtthwdgl,,movie marathon and multi tasking,160.0,ltbx
muegz,,benjie walked so mulan could run!!!!,120.0,ltbx
imsuperace,,“Pag bakla ba salot na agad? Di ba pwedeng malas muna?”,80.0,ltbx
rickkkk,,This is me when ROTC,160.0,ltbx
kaiser_indat,,5/10 = mid,100.0,ltbx
sharahmarie,,this won't fly if it was made today,,ltbx
aerinaga,,"she put the L, I and Q in the LGBTQIA ‘cause shes an ICONE, LEGEND, & A QUEEN. and most importantly she birthed to millions of baklang kanal humor",160.0,ltbx
vgswift,,105 minutes of just vice ganda breaking the fourth wall,120.0,ltbx
vgswift,,all unseriousness in one film,120.0,ltbx
laikhuh,,while prepping for Ed Sheeran’s mathematics tour mnl <3,120.0,ltbx
tyleero,,ikembot mo ikembot mo ikembot mo,160.0,ltbx
andie5000,,- WELCOME HOME PAPSIIII- *sinapak* BAKLA!,120.0,ltbx
djsvane,,the acceptable mulan live action adaptation,120.0,ltbx
wubimeowmi,,gusto ko lang sabihin sobra saya ko nilagay na finally sa youtube thank you abs-cbn star cinema mahal ko kau so much :'))))),200.0,ltbx
mayamalaya,,ICONIC,120.0,ltbx
charmsumi,,memorized dadalhin bc of this film,160.0,ltbx
rhiyana__,,Bayonetta dupe,160.0,ltbx
ajduyac,,Vice Ganda devoured,160.0,ltbx
sinenini,,mga senyales na need ko na magtherapy: when i cant tell how many times i’ve rewatched a meme & deramas movie in the past weeks (effective copium for a certain period of time icl) 😭,180.0,ltbx
fishphileo,,"Largely runs on one kind of joke, but Vice Ganda delivers pretty well throughout. Star-making, that's for sure. One of the better Ganda-Deramas collaborations.",160.0,ltbx
justaboy26,,Ended the mulan live action.,120.0,ltbx
deyayel,,needed the laugh,,ltbx
feiwun,,ended homophobia <3,180.0,ltbx
ooohqueen,,"her most underrated (??) film of all time just because hindi sha accessible (wala sa youtube, wala sa netflix) LOVE YEW MEME VICEEEEEE !!!! WAPAKELZ SA BASHERS",200.0,ltbx
ker03,,The only Mulan live action that exists,,ltbx
redriosi,,The only good Mulan adaptation,200.0,ltbx
rueii,,nasa wish list ko na ang utot gun ❤️,140.0,ltbx
johnceljames,,Alternate universe mulan,100.0,ltbx
orchidbrainrot,,si camp,120.0,ltbx
beesr4u,,born to slay but forced to serve,,ltbx
uncertainly,,best film ever,160.0,ltbx
kuyaed,,"This movie, in today's cultural atmosphere, will definitely not land because this was so problematic in many ways and forms..But we gotta admit, back in its release heyday, people ate this up because it was so funny for that time's ""canal"" humor.",60.0,ltbx
jihyozxc,,iconic sha ya funny,120.0,ltbx
24framesofjay,,peak,160.0,ltbx
msmime016,,Now why was he talking like a horse for so long 😩😩😩,160.0,ltbx
aquafinna,,horrific acting,40.0,ltbx
1amr4y,,wala si richard yap pero maganda parin,200.0,ltbx
santisimas,,funny in a turn your brain off love it,80.0,ltbx
lelehah,,me,100.0,ltbx
icedsam,,so camp,40.0,ltbx
inmypris0n,,WHAVSHAVBSHAHAHA A MASTERPIECE,180.0,ltbx
setzy,,peak filipino cinema,200.0,ltbx
jjewelr,,"Tbh, this is my fav VG film bc of the banters tsaka super funny talaga ng casts like theyre not even trying that hard! I mean i like it in a sense na nakakatawa at nakakahappy kasi parang lgbt member shea then people doubt her pero soon naging proud sila bc of her like achievements ba basta its something like that and i rlly rlly love this. If may pwede mapanood ulit sa cinema, ill choose to watch this over and over again.",200.0,ltbx
whatjuwatching,,'Di ko maintindihan political alignment ng pelikula na to sa totoo lang,60.0,ltbx
filmeep,,fun,80.0,ltbx
kirby0409,,"My favorite part was when Pryabeyt Benjamin said, “It’s Praybetin’ Time” then Praybeted all over the place. Definitely one of the most Filipinos films ever 11/10 would watch again",200.0,ltbx
kingpilipit,,the philippines has a problem,160.0,ltbx
ciubalmarcus,,Mulan can never attain this type of camp and silliness.Unfortunately Benjie can't live up to its significance.,40.0,ltbx
ronnivore,,"Vice Ganda as Fa Mulan in a Filipino slapstick comedy filled with out-of-date themes and questionable storylines… yet it kind of works. ""The Unkabogable Praybeyt Benjamin"" works as an afternoon past-time.[Watched on Kapamilya Channel]",100.0,ltbx
bayon,,vice ganda: I’m the only bitch serving cunt here 😭😭😭 omg 😭 I’m soooo embarrassed,140.0,ltbx
anialikesfilms,,directed by taika waititi,,ltbx
jouleofilms,,"UNKABOGABLE, it didn’t need a sequel.",200.0,ltbx
patrisyamigel,,"I am really not a fan of comedy films, that is for sure. I like that the film discusses some issues about the lgbtqia+. However, this film genre is really not my cup of tea. Or am I lacking some humor? I don't know, I don't find it funny when there are some sensual scenes. Or when someone is saying harsh words and labelling it as a joke, so it won't deem offensive. And I hate the part in the movie where one of the supporting character is being mad, because the main character is not out as a gay. As if our society is more accepting, hmp.",60.0,ltbx
akosipatroclus,,"Mulan live action Filipino version eme. one of my key takeways sa pelikula na 'to, nagiging kasangkapan sya upang magkaron ng sense of homonationalism yung audience which is okay at hindi okay in some point hahahaha. bakit kailangan pa magkaroon ng significant achievements o great deeds ang bakla para lubusang matanggap ng lipunan ang pinili nyang kasarian o sabihin nang pagkatao nya. (pagliligtas ni Praybeyt Benjamin sa lolo nya sa kabila ng pagtanggal sa kanya sa army dulot ng istigma at diskriminasyon) nagkakaroon tuloy ng istupidong nosyon na tanggap at may halaga lang ang mga bakla kung ito ay tumutugon/sumusunod sa mga values/norms na inimpose ng mga institusyon/organisasyon na bumubuo sa lipunan para sa mga hindi heteronormal (hal. kapag disente manamit o di kaya ay mataas ang grado sa eskwela o pag-aaruga ng pamilya dahil walang magiging asawa) tas pag indi nasusunod ang value at norms, ituturing na baklang kalye, baklang karnibal, baklang kanal or worse ikakahiya, itatakwil, icacancel.",80.0,ltbx
trail_trick,,still the best mulan la remake,160.0,ltbx
hotdamnitspaulo,,starting priDEMONth right!!! loved this one as a kid and i still love it now 😭,160.0,ltbx
cinephiel,,LOL,120.0,ltbx
peterpiperpick,,slaay,160.0,ltbx
msmime016,,The plants vs zombies killed me,160.0,ltbx
girlorphee,,the real camp is hereeeee,160.0,ltbx
celinelagundi,,"Thesis watch Dated jokes and military propaganda aside, the dialogue is so rich and entertaining. definitely a cornerstone of LGBTQ+ entertainment in the Philippines",120.0,ltbx
saintrobeond,,solid talaga si vice cap,,ltbx
franceocean,,Full metal jacket golagat edition,,ltbx
twelfthcafe,,welcome home papsiiiii,120.0,ltbx
tanizakixy,,PANGET,20.0,ltbx
_markzoned,,it used to be my comfort movie when i was a child 😭😭,120.0,ltbx
noriyakee,,"can you serve? no, like 𝓼𝓮𝓻𝓿𝓮 ?",,ltbx
charleswxyz,,mulan if mulan was gay and filipino,,ltbx
vincibles,,"This joke got me screaming for no reason: ""Sinong colonel?""""Si Hilda Colonel""",80.0,ltbx
seashellsalt,,"2022, era of rotc meme lols",120.0,ltbx
visthnm,,take me back to this era of comedy,,ltbx
deathcabformeg,,This. is. Cinema,200.0,ltbx
chestarrr,,biblically accurate mulan,140.0,ltbx
summerxxsadness,,napaka-seryoso naman ng mga tao dito wala ba kayong kaligayahan,160.0,ltbx
hwangmiguel,,"Tara sundan natin, sigurado ako papunta yan sa kuta kung saan tinatago ang lolo ko eh. Nakita ko kasama nila si colonel e.Sinong colonel?Si Hilda.Sinong Hilda?Si Hilda Colonel.ANG BENTA GAGOOOOO WHHAHAHAHAAHA",160.0,ltbx
letusprei,,peak cinemagay mulanended homophobia,200.0,ltbx
gabbriellouis,,DEFINITELY A CULTURAL RESET 💅,200.0,ltbx
sire_ee,,"wala,nerewatch ko lang ha ha ha",,ltbx
andreisadghourl,,MAS BETTER SA 2!!!,200.0,ltbx
minrhona,,i used to have these kind of humor. this is always my fave vice ganda film unti this age...,120.0,ltbx
starliyght,,vice ganda doesnt make movies like this anymore :( a timeless CAMP,200.0,ltbx
pcyromeo,,mmff szn so lemme drop my biased among vg's fimography.,160.0,ltbx
handpickedberry,,this is so camp and i live for it,140.0,ltbx
stepisowild,,mulanshieee,160.0,ltbx
janiscalling,,people here wouldn’t understand CAMP!!!! Welcome home papsi!!!!!!,160.0,ltbx
julyiea,,I-DAWN ZULUETA MO AKO!!!!,160.0,ltbx
sinenini,,aching ching ching ching!miss u direk wenn,180.0,ltbx
aricuuntning,,this is how you do camp,200.0,ltbx
alltoonell,,MULAN AF!!! VICE COULD DO JOKER BUT JOAQUIN PHOENIX COULD NVR DO BENJAMIN SANTOS III!!!,200.0,ltbx
bigboymundragon,,still cant believe mayroon pa ring homophobia eh nag blockbuster naman ang praybeyt benjamin,120.0,ltbx
fatherathena,,me sa rotc:,80.0,ltbx
kyangkyang,,"""Bakla ka 'no?""""Wititit.""pinanindigan talaga nila yung unkabogable sa title cause the humor, the story, and the pro-bading(dingdingding) of this movie is truly unmatched",200.0,ltbx
dawonator26,,changed my life magnum opus ni meme vice reinvented gender shout out to praybeyt benjamin my favorite gender fr 🙏,200.0,ltbx
notatakenhandle,,PLSSSSSS THIS MOVIE SENT ME SO MUCH 😭😭😭 jokes per minute ratio went wayyy up hea 🤭unkabogable > petrang,160.0,ltbx
jmspltp,,Mulan live-action but make it CAMP!,60.0,ltbx
lifelessbaboy,,meme vice saurr mother for this,180.0,ltbx
punkd4ddy,,mulan ng pinas,200.0,ltbx
ueyasumi,,funny the haus tlga mhie pero syempre tangina pa rin ng mga pulis at militar,,ltbx
benjaline,,puregold mulan hehe,100.0,ltbx
ru8ty,,I hate how I enjoyed this 💀💀,80.0,ltbx
whmsvt,,praybeyt benjamin paved the way,80.0,ltbx
malaya_sa_ulan,,"The movie is kind of hypocrite, especially the ending. The movie is preaching about gayness and queerness yet in the ending, they simply imply that natural women are better than gay women. The cinematography is kind of off, although the quality is nostalgic. Despite of its flaws, I actually enjoyed it. Some of the lines nga lang ay mediyo uncomfortable at cringe.",80.0,ltbx
gelone,,this is a cultural reset... i'll give it a five because it is funny to me.,200.0,ltbx
marimar_,,meme vice ganda supremacy !!!blessed to have grown up watching her movies with the fam <33benjie santos is AN ICONNNliterally one of my fav movies ever,200.0,ltbx
dominantdaddy,,WELCOME HOME PAPSIIIis the most iconic line in the history of Philippine cinema,40.0,ltbx
horhe,,Basura,40.0,ltbx
hotsake,,Nearly all of the humor is lost on me and given the love that this movie gets in its home country I'm guessing it was a lost-in-translation situation. Mildly amusing but worse than most of the Thai comedies I've seen and those are usually on my avoid list by this point.,60.0,ltbx
melonb,,tangina bat ako pilipino,40.0,ltbx
stven,,this movie will define my future for the upcoming philippine mandatory rotc,120.0,ltbx
peachskies,,yes i only watch classic filipino films,,ltbx
peachskies,,a satirical anti-war black comedy film that depicts the horrors of war and toxic masculinity that everyone must view at least once in their lives,,ltbx
ibniygege,,wenn deramas will destroy philippine society,20.0,ltbx
aethercuts,,me sa military service,140.0,ltbx
davoarid,,"I'm sorry, I know most Filipino cinephiles find it deeply embarrassing that movies like this are their country's most popular, but I really enjoyed this, found it spectacularly funny throughout, with a devil-may-care attitude to comedy that reminded me of nothing short of the Marx Brothers, with Vice Ganda as the perpetually horny, libidinal Harpo. Ready for the sequel! (Special attention to the supporting performances: Derek Ramsay and Eddie Garcia act the hell out of what are terrible roles on paper, but, employing the Leslie Nielsen-in-Airplane role, play them perfectly straight, which in the anarchy around them makes them sooo much funnier.)",160.0,ltbx
jiushiii,,Praybeyt Benjamin > Saving Private Ryan,80.0,ltbx
littlemisskulog,,utot gun AHAHAHAHAHAHAHAHAHAHA,200.0,ltbx
noelqwerty,,peak Filipino kino,,ltbx
jiarchives,,Me sa mandatory ROTC,40.0,ltbx
heirophanthor,,"The world stopped, people were stunned, entire countries froze, economies pummelled, oceans were emptied, hearts were moved, and a cultural reset was served.",200.0,ltbx
xiaoliu,,angas e,,ltbx
ephraimm,,Me af,200.0,ltbx
rorujiroo,,The greatest filipino film in history,200.0,ltbx
louie77,,Mandatory military service be like,40.0,ltbx
luxxana,,may bago na akong personality pag natuloy rotc,80.0,ltbx
niconana,,IT'S SAUR ICONIC MAS NAGETS KO JOKES NGAYON,140.0,ltbx
victorianmagi,,the mulan of her generation,60.0,ltbx
chungkween,,acclang teens guide to rotc 🤩,40.0,ltbx
cineauma,,my own private benjamin fr,,ltbx
wholeworldsgirl,,MEME QUEEN OF COMEDY,,ltbx
trin1ty,,enjoyable,120.0,ltbx
chro_me,,Basta natawa lang ako doon sa Hilda Colonel joke.,120.0,ltbx
penola,,Literally ended homophobia,160.0,ltbx
ysakindasucks,,"the girls that get it, get it, and the girls that don't, don't. 💅🏼",,ltbx
carpihoe,,top tier pinoy camp,200.0,ltbx
bedmoss,,Can’t believe I watched this in 144p from Amazon Prime for $4.,60.0,ltbx
christchrost,,comedy gold for baklang kanal,,ltbx
daftg,,Full Metal Jacket Golagat,40.0,ltbx
zedstinkd,,A Vice Ganda classic,140.0,ltbx
chungkween,,cinema one is shady for showing this rn 💀,40.0,ltbx
toumamita13,,S*rah D*30 propose a mandatory military service*Me & my besties 🥺☺️😳😜🍷💅✨:,200.0,ltbx
hiyas,,🔢🗡️,120.0,ltbx
itsmejanna,,"The live action Mulan that we deserved, some jokes are still funny for me tho",120.0,ltbx
trxi,,the mulan live-action we really deserve,,ltbx
shuafilms,,WELCOME HOME PAPSIIIIII,,ltbx
chrrrissstiiine,,1 star para sa pagpasok ni benjie sa military para hindi na problemahin ng tatay nya yung almoranas nya,40.0,ltbx
graysonity,,this was being showed on free tv before so i was forced to watch it,,ltbx
prdgldd,,benjie is the only soldier i trust!,160.0,ltbx
ironicmajesty,,Vice maawa ka naman sa viewers. Tama na to please.,80.0,ltbx
linusmxx,,an offensive pro-war and military propaganda shlock that also managed to be pro-lgbt and anti-lgbt at the same timealso why are u here eddie garcia,40.0,ltbx
skramyungman,,"Praybeyt Benjamin, the Greatest war movie of all timeFull Metal what?Inglorious what?Saving Private Who?Hacksaw what??",40.0,ltbx
yogiieebear,,"2/5First ViewingIt's so weird to watch a film empowering baklas but also being a slight to baklas as well... there's too much to unpack: the criticism on misogyny in armed forces (but also using tokenistic characters to show masculinity), the essence of family pride encompassing gender, or even love (though with a huge statement that ""real"" girls are ""better"")... it's a lot.",80.0,ltbx
kainoa,,"Vice Ganda's comedy in 2011 doesn't age well, but I still laughed at this one. This is the best of Wenn Deramas' collaborations with Vice Ganda, tied only by Beauty and the Bestie.",160.0,ltbx
virgoinfilm_,,it's these types of movies with low-quality humor founded on stereotypes and bigoted thinking that cause people to see filipino cinema as nothing but subpar to hollywood (understandably so),80.0,ltbx
kainoa,,It didn't age well but it's very fascinating to see Vice Ganda in his first starring feature and his previous comedic style in its prime.,,ltbx
ysabelmr,,mulan who!,,ltbx
witchkratt,,My friends forced me to watch this 😤 AND THIS IS FOR YOU JOSH,,ltbx
wanderlexie,,the only live action mulan PERIOD,,ltbx
lightsflicker,,this is for you josh ☝🏼,,ltbx
theladyprincess,,the mulan live action we never knew we needed but we deserved,200.0,ltbx
yezra,,The live-action Mulan that we deserve.,,ltbx
